id,label,weight,x,y,score
T01-G,T01-G,8.19,79,82,8.19
T01-D,T01-D,8.28,3,13,8.28
T01-H,T01-H,8.88,41,90,8.88
T01-J,T01-J,9.7,75,91,9.7
T01-N,T01-N,9.57,9,87,9.57
W01-A,W01-A,9.27,36,98,9.27
T01-E,T01-E,8.17,41,100,8.17
T01-F,T01-F,8.84,24,60,8.84
W04-E,W04-E,7.91,53,40,7.91
T01-C,T01-C,7.86,44,43,7.86
W04-N,W04-N,7.91,81,86,7.91
W01-C,W01-C,8.56,58,8,8.56
T01-S,T01-S,8.91,42,93,8.91
D05-H,D05-H,7.37,70,45,7.37
B11-C,B11-C,8.07,33,70,8.07
