id,label,weight,x,y,score
T01-G,T01-G,8.53,14,48,8.53
T01-D,T01-D,8.54,86,44,8.54
T01-H,T01-H,9.21,64,73,9.21
T01-J,T01-J,9.7,45,7,9.7
T01-N,T01-N,9.65,81,60,9.65
W01-A,W01-A,9.69,74,67,9.69
T01-E,T01-E,8.32,62,3,8.32
T01-F,T01-F,9.32,29,6,9.32
W04-E,W04-E,8.25,58,73,8.25
T01-C,T01-C,8.38,79,73,8.38
W04-N,W04-N,8.25,80,60,8.25
W01-C,W01-C,8.89,5,21,8.89
T01-S,T01-S,8.89,41,18,8.89
