id,label,weight,x,y,score
T01-G,T01-G,7.72,26,33,7.72
T01-D,T01-D,8.31,7,57,8.31
T01-H,T01-H,8.41,89,41,8.41
T01-J,T01-J,9.47,84,47,9.47
T01-N,T01-N,9.7,39,64,9.7
T01-M,T01-M,7.28,39,56,7.28
W01-A,W01-A,8.91,65,54,8.91
T01-E,T01-E,7.96,21,41,7.96
T01-F,T01-F,8.46,19,92,8.46
W04-E,W04-E,7.63,37,28,7.63
T01-C,T01-C,7.43,10,38,7.43
W04-N,W04-N,7.63,11,65,7.63
W01-C,W01-C,8.28,41,43,8.28
T01-S,T01-S,8.78,87,79,8.78
D05-H,D05-H,7.09,34,22,7.09
B11-C,B11-C,7.78,62,99,7.78
